t,gx,gy,gz,ax,ay,az,temp
5625,235.00,-133.00,-319.00,1288.00,892.00,18656.00,-2320.00
5642,299.00,53.00,-526.00,1328.00,796.00,18532.00,-2336.00
5658,204.00,119.00,-316.00,1300.00,812.00,18672.00,-2320.00
5675,-39.00,-173.00,46.00,1440.00,704.00,18712.00,-2304.00
5691,-76.00,-159.00,200.00,1112.00,612.00,18512.00,-2320.00
5707,-28.00,-188.00,169.00,1320.00,676.00,18712.00,-2320.00
5724,-114.00,-448.00,30.00,1148.00,696.00,18648.00,-2320.00
5741,63.00,-341.00,-321.00,1008.00,680.00,18272.00,-2320.00
5757,302.00,-124.00,-437.00,1480.00,772.00,18472.00,-2336.00
5774,298.00,-28.00,-269.00,1576.00,736.00,18808.00,-2320.00
5790,180.00,-163.00,202.00,1432.00,712.00,18588.00,-2336.00
5807,176.00,-191.00,369.00,1300.00,748.00,18532.00,-2336.00
5823,323.00,-114.00,198.00,1260.00,660.00,18780.00,-2336.00
5839,419.00,-168.00,-208.00,1176.00,756.00,18760.00,-2320.00
5856,359.00,-256.00,-146.00,1312.00,736.00,18564.00,-2320.00
5872,139.00,-315.00,-82.00,1360.00,704.00,18684.00,-2320.00
5890,121.00,-167.00,-81.00,1240.00,612.00,18652.00,-2352.00
5906,113.00,-203.00,-178.00,1356.00,656.00,18712.00,-2320.00
5922,180.00,-207.00,-216.00,1344.00,828.00,18788.00,-2352.00
5939,326.00,-62.00,-183.00,1404.00,944.00,18568.00,-2352.00
5955,310.00,-18.00,-125.00,1536.00,752.00,18676.00,-2320.00
5971,141.00,163.00,-167.00,1504.00,696.00,18900.00,-2336.00
5988,-56.00,-23.00,-118.00,1436.00,1016.00,18888.00,-2320.00
6004,5.00,-9.00,-156.00,1456.00,804.00,18596.00,-2336.00
6021,104.00,-75.00,-144.00,1356.00,764.00,18548.00,-2352.00
6037,283.00,33.00,-189.00,1340.00,712.00,18480.00,-2320.00
6053,429.00,107.00,-366.00,1260.00,560.00,18580.00,-2288.00
6070,438.00,172.00,-306.00,1412.00,724.00,18612.00,-2352.00
